Common Name,Scientific Name
Greater Yellow-Finch,Sicalis auriventris
Stripe-tailed Yellow-Finch,Sicalis citrina
Saffron Finch,Sicalis flaveola
Patagonian Yellow-Finch,Sicalis lebruni
Citron-headed Yellow-Finch,Sicalis luteocephala
Grassland Yellow-Finch,Sicalis luteola
Greenish Yellow-Finch,Sicalis olivascens
Bright-rumped Yellow-Finch,Sicalis uropygialis
Vinous-throated Parrotbill,Sinosuthora webbiana
Least Pauraque,Siphonorhis brewsteri
Stub-tailed Antbird,Sipia berlepschi
Dull-mantled Antbird,Sipia laemosticta
Esmeraldas Antbird,Sipia nigricauda
Magdalena Antbird,Sipia palliata
Siren,Siren
White-rumped Sirystes,Sirystes albocinereus
Choco Sirystes,Sirystes albogriseus
Sibilant Sirystes,Sirystes sibilator
Red-breasted Nuthatch,Sitta canadensis
White-breasted Nuthatch,Sitta carolinensis
Chestnut-bellied Nuthatch,Sitta cinnamoventris
Eurasian Nuthatch,Sitta europaea
Velvet-fronted Nuthatch,Sitta frontalis
White-tailed Nuthatch,Sitta himalayensis
Krüper's Nuthatch,Sitta krueperi
Giant Nuthatch,Sitta magna
Chestnut-vented Nuthatch,Sitta nagaensis
Western Rock Nuthatch,Sitta neumayer
Brown-headed Nuthatch,Sitta pusilla
Pygmy Nuthatch,Sitta pygmaea
Eastern Rock Nuthatch,Sitta tephronota
Snowy-browed Nuthatch,Sitta villosa
Corsican Nuthatch,Sitta whiteheadi
Yunnan Nuthatch,Sitta yunnanensis
Olivaceous Woodcreeper,Sittasomus griseicapillus
Chestnut-bellied Tit,Sittiparus castaneoventris
Owston's Tit,Sittiparus owstoni
Varied Tit,Sittiparus varius
Weebill,Smicrornis brevirostris
African Broadbill,Smithornis capensis
Rufous-sided Broadbill,Smithornis rufolateralis
Gray-tailed Piha,Snowornis subalaris
Common Eider,Somateria mollissima
King Eider,Somateria spectabilis
Bay-capped Wren-Spinetail,Spartonoica maluroides
Northern Shoveler,Spatula clypeata
Cinnamon Teal,Spatula cyanoptera
Blue-winged Teal,Spatula discors
Red Shoveler,Spatula platalea
Puna Teal,Spatula puna
Garganey,Spatula querquedula
Plains Spadefoot,Spea bombifrons
Rufous-throated Wren-Babbler,Spelaeornis caudatus
Chin Hills Wren-Babbler,Spelaeornis oatesi
Bar-winged Wren-Babbler,Spelaeornis troglodytoides
Bronze Mannikin,Spermestes cucullata
Western Bluebill,Spermophaga haematina
Australasian Figbird,Sphecotheres vieilloti
African Penguin,Spheniscus demersus
Magellanic Penguin,Spheniscus magellanicus
Cape Grassbird,Sphenoeacus afer
Oleaginous Hemispingus,Sphenopsis frontalis
Black-eared Hemispingus,Sphenopsis melanotis
Red-naped Sapsucker,Sphyrapicus nuchalis
Red-breasted Sapsucker,Sphyrapicus ruber
Williamson's Sapsucker,Sphyrapicus thyroideus
Yellow-bellied Sapsucker,Sphyrapicus varius
Cricket Longtail,Spiloptila clamans
Crested Serpent-Eagle,Spilornis cheela
Philippine Serpent-Eagle,Spilornis holospilus
Western Spindalis,Spindalis zena
Black Siskin,Spinus atratus
Black-chinned Siskin,Spinus barbatus
Thick-billed Siskin,Spinus crassirostris
Red Siskin,Spinus cucullatus
Lawrence's Goldfinch,Spinus lawrencei
Hooded Siskin,Spinus magellanicus
Black-headed Siskin,Spinus notatus
Olivaceous Siskin,Spinus olivaceus
Pine Siskin,Spinus pinus
Lesser Goldfinch,Spinus psaltria
Andean Siskin,Spinus spinescens
Eurasian Siskin,Spinus spinus
American Goldfinch,Spinus tristis
Yellow-bellied Siskin,Spinus xanthogastrus
Dickcissel,Spiza americana
Black-and-chestnut Eagle,Spizaetus isidori
Black-and-white Hawk-Eagle,Spizaetus melanoleucus
Ornate Hawk-Eagle,Spizaetus ornatus
Black Hawk-Eagle,Spizaetus tyrannus
Black-chinned Sparrow,Spizella atrogularis
Brewer's Sparrow,Spizella breweri
Clay-colored Sparrow,Spizella pallida
Chipping Sparrow,Spizella passerina
Field Sparrow,Spizella pusilla
Worthen's Sparrow,Spizella wortheni
American Tree Sparrow,Spizelloides arborea
Spot-winged Falconet,Spiziapteryx circumcincta
Crested Finchbill,Spizixos canifrons
Collared Finchbill,Spizixos semitorques
White-cheeked Starling,Spodiopsar cineraceus
Red-billed Starling,Spodiopsar sericeus
Slaty Finch,Spodiornis rusticus
Blue-capped Tanager,Sporathraupis cyanocephala
White-throated Seedeater,Sporophila albogularis
Chestnut-bellied Seed-Finch,Sporophila angolensis
Black-billed Seed-Finch,Sporophila atrirostris
Copper Seedeater,Sporophila bouvreuil
Lesson's Seedeater,Sporophila bouvronides
Double-collared Seedeater,Sporophila caerulescens
Chestnut-bellied Seedeater,Sporophila castaneiventris
Chestnut Seedeater,Sporophila cinnamomea
Rusty-collared Seedeater,Sporophila collaris
Variable Seedeater,Sporophila corvina
Large-billed Seed-Finch,Sporophila crassirostris
Temminck's Seedeater,Sporophila falcirostris
White-naped Seedeater,Sporophila fringilloides
Buffy-fronted Seedeater,Sporophila frontalis
Thick-billed Seed-Finch,Sporophila funerea
Rufous-rumped Seedeater,Sporophila hypochroma
Tawny-bellied Seedeater,Sporophila hypoxantha
Gray Seedeater,Sporophila intermedia
White-bellied Seedeater,Sporophila leucoptera
Lined Seedeater,Sporophila lineola
Black-and-white Seedeater,Sporophila luctuosa
Ruddy-breasted Seedeater,Sporophila minuta
Morelet's Seedeater,Sporophila morelleti
Caqueta Seedeater,Sporophila murallae
Yellow-bellied Seedeater,Sporophila nigricollis
Nicaraguan Seed-Finch,Sporophila nuttingi
Marsh Seedeater,Sporophila palustris
Parrot-billed Seedeater,Sporophila peruviana
Pearly-bellied Seedeater,Sporophila pileata
Plumbeous Seedeater,Sporophila plumbea
Dark-throated Seedeater,Sporophila ruficollis
Slate-colored Seedeater,Sporophila schistacea
Drab Seedeater,Sporophila simplex
Chestnut-throated Seedeater,Sporophila telasco
Cinnamon-rumped Seedeater,Sporophila torqueola
Speckle-fronted Weaver,Sporopipes frontalis
Scaly Weaver,Sporopipes squamifrons
Chestnut-rumped Babbler,Stachyris maculata
Gray-throated Babbler,Stachyris nigriceps
Black-throated Babbler,Stachyris nigricollis
Gray-headed Babbler,Stachyris poliocephala
Spot-necked Babbler,Stachyris strialata
White-bibbed Babbler,Stachyris thoracica
White-eared Barbet,Stactolaema leucotis
Green Barbet,Stactolaema olivacea
Beautiful Firetail,Stagonopleura bella
Indochinese Yuhina,Staphida torqueola
Oilbird,Steatornis caripensis
Slender-billed Greenbul,Stelgidillas gracilirostris
Southern Rough-winged Swallow,Stelgidopteryx ruficollis
Northern Rough-winged Swallow,Stelgidopteryx serripennis
Fairy Flycatcher,Stenostira scita
Crowned Eagle,Stephanoaetus coronatus
Diademed Tanager,Stephanophorus diadematus
Green-crowned Plovercrest,Stephanoxis lalandi
Purple-crowned Plovercrest,Stephanoxis loddigesii
Brown Skua,Stercorarius antarcticus
Long-tailed Jaeger,Stercorarius longicaudus
South Polar Skua,Stercorarius maccormicki
Parasitic Jaeger,Stercorarius parasiticus
Pomarine Jaeger,Stercorarius pomarinus
Great Skua,Stercorarius skua
River Tern,Sterna aurantia
Roseate Tern,Sterna dougallii
Forster's Tern,Sterna forsteri
South American Tern,Sterna hirundinacea
Common Tern,Sterna hirundo
Arctic Tern,Sterna paradisaea
White-cheeked Tern,Sterna repressa
White-fronted Tern,Sterna striata
Black-naped Tern,Sterna sumatrana
Snowy-crowned Tern,Sterna trudeaui
Antarctic Tern,Sterna vittata
Little Tern,Sternula albifrons
Least Tern,Sternula antillarum
Saunders's Tern,Sternula saundersi
Yellow-billed Tern,Sternula superciliaris
Greater Wagtail-Tyrant,Stigmatura budytoides
Lesser Wagtail-Tyrant,Stigmatura napensis
Burnished-buff Tanager,Stilpnia cayana
Blue-necked Tanager,Stilpnia cyanicollis
Black-headed Tanager,Stilpnia cyanoptera
Black-capped Tanager,Stilpnia heinei
Golden-hooded Tanager,Stilpnia larvata
Masked Tanager,Stilpnia nigrocincta
Black-backed Tanager,Stilpnia peruviana
Chestnut-backed Tanager,Stilpnia preciosa
Scrub Tanager,Stilpnia vitriolina
Forest Robin,Stiphrornis erythrothorax
Southern Emuwren,Stipiturus malachurus
Double-barred Finch,Stizoptera bichenovii
White-gaped Honeyeater,Stomiopera unicolor
Black Currawong,Strepera fuliginosa
Pied Currawong,Strepera graculina
Gray Currawong,Strepera versicolor
Ring-necked Dove,Streptopelia capicola
Spotted Dove,Streptopelia chinensis
Eurasian Collared-Dove,Streptopelia decaocto
Mourning Collared-Dove,Streptopelia decipiens
Dusky Turtle-Dove,Streptopelia lugens
Oriental Turtle-Dove,Streptopelia orientalis
African Collared-Dove,Streptopelia roseogrisea
Red-eyed Dove,Streptopelia semitorquata
Laughing Dove,Streptopelia senegalensis
Red Collared-Dove,Streptopelia tranquebarica
European Turtle-Dove,Streptopelia turtur
Vinaceous Dove,Streptopelia vinacea
Biscutate Swift,Streptoprocne biscutata
Chestnut-collared Swift,Streptoprocne rutila
White-collared Swift,Streptoprocne zonaris
Tawny Owl,Strix aluco
Chaco Owl,Strix chacoensis
Fulvous Owl,Strix fulvescens
Desert Owl,Strix hadorami
Rusty-barred Owl,Strix hylophila
Brown Wood-Owl,Strix leptogrammica
Great Gray Owl,Strix nebulosa
Himalayan Owl,Strix nivicolum
Spotted Owl,Strix occidentalis
Mottled Wood-Owl,Strix ocellata
Rufous-legged Owl,Strix rufipes
Spotted Wood-Owl,Strix seloputo
Ural Owl,Strix uralensis
Barred Owl,Strix varia
African Wood-Owl,Strix woodfordii
Apostlebird,Struthidea cinerea
Eastern Meadowlark,Sturnella magna
Western Meadowlark,Sturnella neglecta
Malabar Starling,Sturnia blythii
Chestnut-tailed Starling,Sturnia malabarica
Brahminy Starling,Sturnia pagodarum
White-shouldered Starling,Sturnia sinensis
Spotless Starling,Sturnus unicolor
European Starling,Sturnus vulgaris
Northern Scrub-Flycatcher,Sublegatus arenarum
Southern Scrub-Flycatcher,Sublegatus modestus
Amazonian Scrub-Flycatcher,Sublegatus obscurior
Black Honeyeater,Sugomel nigrum
Suiriri Flycatcher,Suiriri suiriri
Masked Booby,Sula dactylatra
Brown Booby,Sula leucogaster
Blue-footed Booby,Sula nebouxii
Red-footed Booby,Sula sula
Northern Hawk Owl,Surnia ulula
Fork-tailed Drongo-Cuckoo,Surniculus dicruroides
Square-tailed Drongo-Cuckoo,Surniculus lugubris
Philippine Drongo-Cuckoo,Surniculus velutinus
Black-throated Parrotbill,Suthora nipalensis
Golden Parrotbill,Suthora verreauxi
Swynnerton's Robin,Swynnertonia swynnertoni
African Hill Babbler,Sylvia abyssinica
Eurasian Blackcap,Sylvia atricapilla
Rwenzori Hill Babbler,Sylvia atriceps
Garden Warbler,Sylvia borin
Bush Blackcap,Sylvia nigricapillus
Northern Crombec,Sylvietta brachyura
Cape Crombec,Sylvietta rufescens
Red-capped Crombec,Sylvietta ruficapilla
Green Crombec,Sylvietta virens
Red-faced Crombec,Sylvietta whytii
Des Murs's Wiretail,Sylviorthorhynchus desmursii
Tawny Tit-Spinetail,Sylviorthorhynchus yanacensis
Yellow-browed Tit,Sylviparus modestus
Yellow-billed Kingfisher,Syma torotoro
Spectacled Monarch,Symposiachrus trivirgatus
Pale-breasted Spinetail,Synallaxis albescens
Dark-breasted Spinetail,Synallaxis albigularis
White-lored Spinetail,Synallaxis albilora
Azara's Spinetail,Synallaxis azarae
Slaty Spinetail,Synallaxis brachyura
Cabanis's Spinetail,Synallaxis cabanisi
White-whiskered Spinetail,Synallaxis candei
Black-throated Spinetail,Synallaxis castanea
Chestnut-throated Spinetail,Synallaxis cherriei
Gray-bellied Spinetail,Synallaxis cinerascens
Bahia Spinetail,Synallaxis cinerea
Stripe-breasted Spinetail,Synallaxis cinnamomea
Apurimac Spinetail,Synallaxis courseni
Rufous-breasted Spinetail,Synallaxis erythrothorax
Sooty-fronted Spinetail,Synallaxis frontalis
Rusty-headed Spinetail,Synallaxis fuscorufa
Plain-crowned Spinetail,Synallaxis gujanensis
Red-shouldered Spinetail,Synallaxis hellmayri
Great Spinetail,Synallaxis hypochondriaca
Cinereous-breasted Spinetail,Synallaxis hypospodia
Pinto's Spinetail,Synallaxis infuscata
Hoary-throated Spinetail,Synallaxis kollari
McConnell's Spinetail,Synallaxis macconnelli
Marañon Spinetail,Synallaxis maranonica
Dusky Spinetail,Synallaxis moesta
Rufous-capped Spinetail,Synallaxis ruficapilla
Ruddy Spinetail,Synallaxis rutilans
Ochre-cheeked Spinetail,Synallaxis scutata
Spix's Spinetail,Synallaxis spixi
Necklaced Spinetail,Synallaxis stictothorax
Silvery-throated Spinetail,Synallaxis subpudica
Blackish-headed Spinetail,Synallaxis tithys
Rufous Spinetail,Synallaxis unirufa
Russet-mantled Foliage-gleaner,Syndactyla dimidiata
Guttulate Foliage-gleaner,Syndactyla guttulata
Rufous-necked Foliage-gleaner,Syndactyla ruficollis
Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata
Bolivian Recurvebill,Syndactyla striata
Lineated Foliage-gleaner,Syndactyla subalaris
Peruvian Recurvebill,Syndactyla ucayalae
Blue-breasted Quail,Synoicus chinensis
Brown Quail,Synoicus ypsilophorus
Whistling Heron,Syrigma sibilatrix
Pallas's Sandgrouse,Syrrhaptes paradoxus
Tschudi's Nightjar,Systellura decussata
Band-winged Nightjar,Systellura longirostris
Sirkeer Malkoha,Taccocua leschenaultii
Antillean Palm-Swift,Tachornis phoenicobia
Fork-tailed Palm-Swift,Tachornis squamata
Many-colored Rush Tyrant,Tachuris rubrigastra
Least Grebe,Tachybaptus dominicus
Australasian Grebe,Tachybaptus novaehollandiae
Little Grebe,Tachybaptus ruficollis
Mangrove Swallow,Tachycineta albilinea
White-winged Swallow,Tachycineta albiventer
Tree Swallow,Tachycineta bicolor
Golden Swallow,Tachycineta euchrysea
Chilean Swallow,Tachycineta leucopyga
White-rumped Swallow,Tachycineta leucorrhoa
Violet-green Swallow,Tachycineta thalassina
Flying Steamer-Duck,Tachyeres patachonicus
Ruby-crowned Tanager,Tachyphonus coronatus
Tawny-crested Tanager,Tachyphonus delatrii
Red-shouldered Tanager,Tachyphonus phoenicius
White-lined Tanager,Tachyphonus rufus
Fulvous-crested Tanager,Tachyphonus surinamus
South African Shelduck,Tadorna cana
Ruddy Shelduck,Tadorna ferruginea
Common Shelduck,Tadorna tadorna
Australian Shelduck,Tadorna tadornoides
Paradise Shelduck,Tadorna variegata
Collared Owlet,Taenioptynx brodiei
Zebra Finch,Taeniopygia guttata
Black-chested Tyrant,Taeniotriccus andrei
Olive-spotted Hummingbird,Talaphorus chlorocercus
Yellow-legged Brushturkey,Talegalla fuscirostris
Red-legged Brushturkey,Talegalla jobiensis
Eastern Chipmunk,Tamias striatus
Red Squirrel,Tamiasciurus hudsonicus
Golden Tanager,Tangara arthus
Paradise Tanager,Tangara chilensis
Red-necked Tanager,Tangara cyanocephala
Gilt-edged Tanager,Tangara cyanoventris
Brassy-breasted Tanager,Tangara desmaresti
Spangle-cheeked Tanager,Tangara dowii
Emerald Tanager,Tangara florida
Bay-headed Tanager,Tangara gyrola
Silver-throated Tanager,Tangara icterocephala
Plain-colored Tanager,Tangara inornata
Metallic-green Tanager,Tangara labradorides
Rufous-winged Tanager,Tangara lavinia
Turquoise Tanager,Tangara mexicana
Beryl-spangled Tanager,Tangara nigroviridis
Flame-faced Tanager,Tangara parzudakii
Green-and-gold Tanager,Tangara schrankii
Green-headed Tanager,Tangara seledon
Blue-and-black Tanager,Tangara vassorii
Opal-rumped Tanager,Tangara velia
Saffron-crowned Tanager,Tangara xanthocephala
Azure-rumped Parrot,Tanygnathus sumatranus
Common Paradise-Kingfisher,Tanysiptera galatea
Buff-breasted Paradise-Kingfisher,Tanysiptera sylvia
Striped Cuckoo,Tapera naevia
Great Antshrike,Taraba major
Chaco Earthcreeper,Tarphonomus certhioides
Bolivian Earthcreeper,Tarphonomus harterti
Golden Bush-Robin,Tarsiger chrysaeus
Red-flanked Bluetail,Tarsiger cyanurus
White-browed Bush-Robin,Tarsiger indicus
Collared Bush-Robin,Tarsiger johnstoniae
Himalayan Bluetail,Tarsiger rufilatus
Knysna Turaco,Tauraco corythaix
Fischer's Turaco,Tauraco fischeri
Hartlaub's Turaco,Tauraco hartlaubi
White-cheeked Turaco,Tauraco leucotis
Livingstone's Turaco,Tauraco livingstonii
Yellow-billed Turaco,Tauraco macrorhynchus
Guinea Turaco,Tauraco persa
Purple-crested Turaco,Tauraco porphyreolophus
Schalow's Turaco,Tauraco schalowi
Brown-crowned Tchagra,Tchagra australis
Black-crowned Tchagra,Tchagra senegalus
Southern Tchagra,Tchagra tchagra
Sandy Gallito,Teledromas fuscus
Nihoa Finch,Telespiza ultima
Gray-green Bushshrike,Telophorus bocagei
Doherty's Bushshrike,Telophorus dohertyi
Black-fronted Bushshrike,Telophorus nigrifrons
Olive Bushshrike,Telophorus olivaceus
Sulphur-breasted Bushshrike,Telophorus sulfureopectus
Four-colored Bushshrike,Telophorus viridis
Bokmakierie,Telophorus zeylonus
Ratchet-tailed Treepie,Temnurus temnurus
Common Woodshrike,Tephrodornis pondicerianus
Malabar Woodshrike,Tephrodornis sylvicola
Large Woodshrike,Tephrodornis virgatus
Ruddy-tailed Flycatcher,Terenotriccus erythrurus
Streak-capped Antwren,Terenura maculata
Orange-bellied Antwren,Terenura sicki
Yellow-headed Warbler,Teretistris fernandinae
Oriente Warbler,Teretistris fornsi
Blyth's Paradise-Flycatcher,Terpsiphone affinis
Japanese Paradise-Flycatcher,Terpsiphone atrocaudata
Mascarene Paradise-Flycatcher,Terpsiphone bourbonnensis
Rufous Paradise-Flycatcher,Terpsiphone cinnamomea
Amur Paradise-Flycatcher,Terpsiphone incei
Malagasy Paradise-Flycatcher,Terpsiphone mutata
Indian Paradise-Flycatcher,Terpsiphone paradisi
Black-headed Paradise-Flycatcher,Terpsiphone rufiventer
African Paradise-Flycatcher,Terpsiphone viridis
Swallow Tanager,Tersina viridis
Gray-bellied Tesia,Tesia cyaniventer
Russet-capped Tesia,Tesia everetti
Slaty-bellied Tesia,Tesia olivea
Javan Tesia,Tesia superciliaris
Western Capercaillie,Tetrao urogallus
Caucasian Snowcock,Tetraogallus caucasicus
Tibetan Snowcock,Tetraogallus tibetanus
Hazel Grouse,Tetrastes bonasia
Little Bustard,Tetrax tetrax
Black-browed Albatross,Thalassarche melanophris
Lesser Crested Tern,Thalasseus bengalensis
Great Crested Tern,Thalasseus bergii
Elegant Tern,Thalasseus elegans
Royal Tern,Thalasseus maximus
Sandwich Tern,Thalasseus sandvicensis
Crowned Woodnymph,Thalurania colombica
Fork-tailed Woodnymph,Thalurania furcata
Violet-capped Woodnymph,Thalurania glaucopis
Russet Antshrike,Thamnistes anabatinus
Mocking Cliff-Chat,Thamnolaea cinnamomeiventris
Dusky-throated Antshrike,Thamnomanes ardesiacus
Cinereous Antshrike,Thamnomanes caesius
Saturnine Antshrike,Thamnomanes saturninus
Bluish-slate Antshrike,Thamnomanes schistogynus
White-shouldered Antshrike,Thamnophilus aethiops
Amazonian Antshrike,Thamnophilus amazonicus
Sooretama Slaty-Antshrike,Thamnophilus ambiguus
Upland Antshrike,Thamnophilus aroyae
Black-crowned Antshrike,Thamnophilus atrinucha
Collared Antshrike,Thamnophilus bernardi
Black-hooded Antshrike,Thamnophilus bridgesi
Variable Antshrike,Thamnophilus caerulescens
Castelnau's Antshrike,Thamnophilus cryptoleucus
Barred Antshrike,Thamnophilus doliatus
Black-backed Antshrike,Thamnophilus melanonotus
Bar-crested Antshrike,Thamnophilus multistriatus
Mouse-colored Antshrike,Thamnophilus murinus
Black Antshrike,Thamnophilus nigriceps
Blackish-gray Antshrike,Thamnophilus nigrocinereus
Chestnut-backed Antshrike,Thamnophilus palliatus
Planalto Slaty-Antshrike,Thamnophilus pelzelni
Cocha Antshrike,Thamnophilus praecox
Northern Slaty-Antshrike,Thamnophilus punctatus
Rufous-capped Antshrike,Thamnophilus ruficapillus
Plain-winged Antshrike,Thamnophilus schistaceus
Natterer's Slaty-Antshrike,Thamnophilus stictocephalus
Bolivian Slaty-Antshrike,Thamnophilus sticturus
Lined Antshrike,Thamnophilus tenuepunctatus
Rufous-winged Antshrike,Thamnophilus torquatus
Uniform Antshrike,Thamnophilus unicolor
Chapman's Antshrike,Thamnophilus zarumae
